PROJNUM,Goal,OtherGoal,cfsSpecified
20140209,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140209,increase native plant species composition,,
20140209,education,,
20140209,increase vegetation to filter runoff,,
20140209,increase/improve water quality,,
20140210,decrease erosion/stream sedimentation,,
20140210,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140210,increase the number of wetland types at site,,
20140210,increase/improve water quality,,
20140211,decrease livestock access to stream,,
20140211,education,,
20140211,increase vegetation to filter runoff,,
20140212,decrease erosion/stream sedimentation,,
20140212,decrease run-off contaminant input,,
20140212,decrease groundwater contaminant,,
20140212,increase/improve water quality,,
20140213,increase upland water storage capacity,,
20140214,decrease erosion/stream sedimentation,,
20140214,increase/improve water quality,,
20140215,decrease erosion/stream sedimentation,,
20140216,increase streambank stabilization/protection,,
20140216,decrease erosion/stream sedimentation,,
20140216,decrease groundwater contaminant,,
20140217,decrease erosion/stream sedimentation,,
20140217,decrease run-off contaminant input,,
20140217,"increase upslope stability (soil, road)",,
20140217,increase/improve water quality,,
20140218,improve/increase stream structure & complexity,,
20140218,improve/increase stream cool water habitat,,
20140218,improve/increase stream refuge cover,,
20140218,increase future stream shading/increase vegetation to provide shade,,
20140218,increase streambank stabilization/protection,,
20140218,decrease erosion/stream sedimentation,,
20140218,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140218,increase wetland vegetation for flood control,,
20140218,increase net area of wetland,,
20140218,increase the number of wetland types at site,,
20140218,increase native plant species composition,,
20140218,increase vegetation to filter runoff,,
20140218,increase/improve water conservation,,
20140218,decrease groundwater contaminant,,
20140218,increase/improve water quality,,
20140218,increase/improve aquatic habitat,,
20140219,improve/increase stream structure & complexity,,
20140219,improve/increase stream interaction with floodplain,,
20140219,improve/increase stream gravel recruitment,,
20140219,improve/increase fish passage,,
20140219,improve/increase stream spawning habitat,,
20140219,improve/increase stream slow water habitat,,
20140220,improve/increase stream rearing habitat,,
20140220,improve/increase stream off-channel habitat,,
20140220,increase future stream shading/increase vegetation to provide shade,,
20140220,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140220,increase native plant species composition,,
20140221,improve/increase fish passage,,
20140222,increase native plant species composition,,
20140223,increase future LWD recruitment to stream,,
20140223,increase future stream shading/increase vegetation to provide shade,,
20140223,decrease erosion/stream sedimentation,,
20140223,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140223,increase native plant species composition,,
20140223,increase vegetation to filter runoff,,
20140223,increase/improve water quality,,
20140223,increase/improve aquatic habitat,,
20140224,increase future stream shading/increase vegetation to provide shade,,
20140224,decrease erosion/stream sedimentation,,
20140224,decrease stream temperature,,
20140224,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140224,increase native plant species composition,,
20140224,education,,
20140224,other,get kids outside and in touch with nature,
20140225,increase/improve water quality,,
20140226,decrease erosion/stream sedimentation,,
20140226,increase upland water storage capacity,,
20140227,decrease livestock access to stream,,
20140228,increase native plant species composition,,
20140228,other,decrease invasive species,
20140229,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140229,increase native plant species composition,,
20140230,improve/increase stream flow,,
20140230,increase future stream shading/increase vegetation to provide shade,,
20140230,increase streambank stabilization/protection,,
20140230,decrease erosion/stream sedimentation,,
20140230,decrease run-off contaminant input,,
20140230,decrease stream temperature,,
20140230,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140230,decrease livestock access to stream,,
20140230,increase native plant species composition,,
20140230,increase vegetation to filter runoff,,
20140230,increase/improve water quality,,
20140231,improve/increase stream structure & complexity,,
20140231,improve/increase stream interaction with floodplain,,
20140231,improve/increase stream flow,,
20140231,improve/increase stream gravel recruitment,,
20140231,improve/increase stream spawning habitat,,
20140231,improve/increase stream rearing habitat,,
20140231,improve/increase stream pools,,
20140231,improve/increase stream off-channel habitat,,
20140231,improve/increase stream over-winter habitat,,
20140231,improve/increase stream summer habitat,,
20140231,improve/increase stream cool water habitat,,
20140231,improve/increase stream slow water habitat,,
20140231,improve/increase stream refuge cover,,
20140231,increase future LWD recruitment to stream,,
20140232,improve/increase stream structure & complexity,,
20140232,improve/increase stream interaction with floodplain,,
20140232,improve/increase stream gravel recruitment,,
20140232,improve/increase fish passage,,
20140232,improve/increase stream spawning habitat,,
20140232,improve/increase stream rearing habitat,,
20140232,improve/increase stream pools,,
20140232,improve/increase stream off-channel habitat,,
20140232,improve/increase stream over-winter habitat,,
20140232,improve/increase stream summer habitat,,
20140232,improve/increase stream cool water habitat,,
20140232,improve/increase stream slow water habitat,,
20140232,improve/increase stream refuge cover,,
20140232,decrease stream temperature,,
20140233,improve/increase stream structure & complexity,,
20140233,improve/increase stream gravel recruitment,,
20140233,improve/increase stream spawning habitat,,
20140233,improve/increase stream rearing habitat,,
20140233,improve/increase stream pools,,
20140233,improve/increase stream over-winter habitat,,
20140233,improve/increase stream summer habitat,,
20140233,improve/increase stream cool water habitat,,
20140233,improve/increase stream slow water habitat,,
20140233,improve/increase stream refuge cover,,
20140233,increase/improve aquatic habitat,,
20140234,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140234,increase storage capacity of wetland,,
20140234,increase the number of wetland types at site,,
20140234,increase native plant species composition,,
20140234,increase/improve aquatic habitat,,
20140234,other,Increase still-water breeding amphibian habitat,
20140235,improve/increase fish passage,,
20140236,"increase wildlife habitat (vegetation for food, cover, or nesting)",,
20140236,increase storage capacity of wetland,,
20140236,increase net area of wetland,,
20140236,increase native plant species composition,,
20140236,increase/improve groundwater recharge,,
20140236,increase/improve water conservation,,
20140236,increase/improve water quality,,
20140236,increase/improve aquatic habitat,,
