,PROJNUM,Participants
18525,20190109,"OWEB, Crooked River Weed Management Area Board Members, Crook County Weed Master, Crooked River Weed Management Area, Private Landowners (multiple), Crook SWCD"
18526,20190110,"Marion County, Marion SWCD, North Santiam Watershed Council, Santiam Water Control District, OWEB"
18527,20190111,"OWEB, Owyhee Watershed Council, Private Landowner"
18528,20190112,"ODFW, The Nature Conservancy, Crook County High School, Arrowhead Logging LLC, PatRick, an Oregon corporation, Wild Resources LLC, Center for Natural Lands Management, Joint Base Lewis-McChord, OWEB"
18529,20190113,"Benton SWCD, Willamette Riverkeeper, ODA, Private Landowner, Oregon Parks & Recreation Department, OWEB"
18530,20190114,"OWEB, Owyhee Watershed Council, Private Landowner, Owyhee Irrigation District"
18531,20190115,"Malheur SWCD, OWEB, NRCS, Private Landowner"
18532,20190116,"Sherman County Area Watershed Council, Sherman SWCD, Private Landowner, OWEB"
18533,20190117,"OWEB, Private Landowner, ODF, Union SWCD"
18534,20190118,"OWEB, North Fork John Day Watershed Council, USFS"
18535,20190119,"OWEB, North Fork John Day Watershed Council, USFS"
18536,20190120,"ODFW, ODFW, Private Landowner"
18537,20190121,"OWEB, North Fork John Day Watershed Council, USFS"
18538,20190122,"Crook SWCD, OWEB, Red Pine Ranch, ODFW"
18539,20190123,"OWEB, Owyhee Watershed Council, Barlow Farms"
18540,20190124,"Wasco SWCD, The Freshwater Trust , ODFW, OWEB, Private Landowners (multiple), Fifteenmile Watershed Council"
18541,20190125,"OWEB, Project Area Landowner, Lake County Cooperative Weed Management Area, Adel Water Improvement District, Private Landowners (multiple), DSL, BLM, ODFW"
18542,20190126,"OWEB, USFS, South Umpqua Rural Community Partnership, Geos Institute, BLM"
18543,20190127,"OWEB, USFS, South Umpqua Rural Community Partnership, Geos Institute, BLM"
18544,20190128,"Williams Creek Watershed Council, Private Landowner, OWEB, Rock Creek Stream Restoration"
18545,20190129,"Luckiamute Watershed Council, Bonneville Environmental Foundation, OWEB, Private Landowners (multiple), Meyer Memorial Trust, Kuznetsov Thinning Company, D Franco Contracting, Inc., Volunteers, One Tree Planted, Benton SWCD, Polk SWCD"
18546,20190130,"OWEB, USFS, South Umpqua Rural Community Partnership, Drinking Water Providers Partnership"
18547,20190131,"Owyhee Watershed Council, Private Landowner, OWEB"
18548,20190132,"Clatsop SWCD, ODF, Oregon Parks & Recreation Department, Weyerhaeuser Company, OWEB, L&C Tree Farms, Hampton Family Forests"
18549,20190133,"OWEB, Harney County, Private Landowner, ODA"
18550,20190134,"Harney County, OWEB, ODA"
18551,20190135,"OWEB, Private Landowner, Burnt River SWCD"
18552,20190136,"Nestucca, Neskowin & Sand Lake Watersheds Council, USFS, USFWS, Tillamook County Public Works, Siuslaw Collaborative Watershed Restoration Program, ODFW, OWEB"
18553,20190137,"OWEB, Private Landowner, Baker Valley SWCD"
18554,20190138,"OWEB, Private Landowner, Union SWCD"
18555,20190139,"Wallowa SWCD, Private Landowner, OWEB"
18556,20190140,"Forests Forever, Inc, ODFW, OWEB, Clackamas SWCD, OSU Forestry Extension, Aveda Institute of Portland, Portland State University, Cascade Environmental Group"
18557,20190141,"OWEB, Owyhee Watershed Council, ODA, ODFW, Jordan Valley Cooperative Weed Management Area, ODOT, BLM, Malheur County Weed Control Department, Jordan Valley Irrigation District, Private Landowner, DSL"
18558,20190142,"Hood River SWCD, OWEB, Private Landowner"
18559,20190143,"Sherman County Area Watershed Council, OWEB, Private Landowner, Sherman SWCD, NRCS"
18560,20190144,"North Coast Watershed Association, Blackberry Bog Farm, OWEB"
18561,20190145,"ODA, ODFW, OWEB, Tri-County Cooperative Weed Management Area, USFS, USFS, Union County, Private Landowners (multiple)"
18562,20190146,"Lakeview SWCD, Britten Ranch, OWEB"
18563,20190147,"Lakeview SWCD, ODFW, OWEB, Rivers End Ranch"
18564,20190148,"Wallowa County Vegetation Department, OWEB, Private Landowners"
18565,20190149,"OWEB, Sherman County Area Watershed Council, Private Landowner, Sherman SWCD"
18566,20190150,"OWEB, Baker Valley SWCD, Private Landowner"
18567,20190151,"Middle Fork Willamette Watershed Council, OWEB, Private Landowner, Walama Restoration Project, USFWS"
18568,20190152,"OWEB , USFS, McKenzie Watershed Alliance, ODFW, Intel, USFWS, Lane County"
18569,20190153,"OWEB, Scappoose Bay Watershed Council, BPA, City of Scappoose"
18570,20190154,"Umatilla County Weed Department, ODA, Union County , Tri-County Cooperative Weed Management Area, OWEB, Private Landowners (multiple), ODFW"
18571,20190155,"Coos SWCD, Vincent Family Ranches LLC, ODFW, OWEB"
18572,20190156,"Upper Willamette SWCD, Private Landowner, OWEB"
18573,20190157,"Lower Columbia Estuary Partnership, Columbia Land Trust, OWEB"
18574,20190158,"Lower Columbia Estuary Partnership, OWEB, Metro"
18575,20190159,"Lower Columbia Estuary Partnership, OWEB, Gresham-Barlow School District"
18576,20190160,"Lower Columbia Estuary Partnership, OWEB, USFS"
18577,20190161,"Lower Columbia Estuary Partnership, OWEB, City of Scappoose, Scappoose Bay Watershed Council"
18578,20190162,"Lower Columbia Estuary Partnership, OWEB, City of West Linn"
18579,20190163,"Private Landowner, BLM, OWEB, Curry SWCD"
18580,20190164,"Stonecypher Ranch Inc. , Curry SWCD, OWEB"
18581,20190165,"The Freshwater Trust, OWEB, National Fish and Wildlife Foundation, Private Landowners (multiple)"
18582,20190166,"Johnson Creek Watershed Council, OWEB, City of Gresham"
18583,20190167,"OWEB, Scappoose Bay Watershed Council, Private Landowner, Private Landowner, Private Landowner"
18584,20190168,"OWEB, BLM, Permittee, Burnt River SWCD"
18585,20190169,"Malheur SWCD, OWEB, Private Landowner"
18586,20190170,"Lake County, OWEB, BLM, USFS, ODFW, Lake County Cooperative Weed Management Area, Private Landowners (multiple)"
18587,20190171,"Long Tom Watershed Council, OWEB, US Army Corps of Engineers, City of Eugene, City of Eugene, Junction City Water Control District, Various Volunteers"
18588,20190172,"Upper Willamette SWCD, OWEB, Deck Family Farm"
18589,20190173,"Malheur SWCD, OWEB, Private Landowner"
18590,20190174,"OWEB, Private Landowner, Umatilla SWCD"
18591,20190175,"Private Landowner, OWEB, Malheur Watershed Council"
18592,20190176,"OWEB, Meyer Memorial Trust, Private Landowner, Trout Unlimited"
18593,20190177,"Willamette Riverkeeper, OWEB, Oregon Parks & Recreation Department, Yamhill SWCD, Bonneville Environmental Foundation, Ash Creek Forest Management, LLC, USFWS"
18594,20190178,"Harney County Watershed Council, Private Landowner, OWEB"
18595,20190179,"OWEB, Private Landowners, Union County Weed Control, USFS, Tri-County Cooperative Weed Management Area, Confederated Tribes of the Umatilla Indian Reservation"
18596,20190180,"NRCS, USFWS, DSL, Owyhee Watershed Council, OWEB"
18597,20190181,"Monument SWCD, ODA, Grant County Road Department, North Fork John Day Watershed Council , Private Landowners (multiple), OWEB"
18598,20190182,"Hood River SWCD, OWEB, Private Landowner"
18599,20190183,"BLM, Applegate Partnership, OWEB, Private Landowner"
18600,20190184,"OWEB, Lake County Umbrella Watershed Council , Adel Water Improvement District , BLM, USFWS, Western Native Trout Initiative, USFS, ODFW, Ruby Pipeline Mitigation, River Design Group , Ayres Construction , Pardue Construction , ODFW, ODFW, ODFW"
18601,20190185,"Upper Willamette SWCD, AKAL Ranch, OWEB"
18602,20190186,"Lake County Umbrella Watershed Council, OWEB, Private Landowner"
18603,20190187,"Columbia Slough Watershed Council, OWEB, East Multnomah SWCD, City of Portland, Verde, Multnomah Youth Cooperative, Outside In"
18604,20190188,"Malheur Watershed Council, OWEB, Private Landowner"
18605,20190189,"OWEB, East Multnomah SWCD, Private Landowner, Johnson Creek Watershed Council, ODOT"
18606,20190190,"OWEB, Private Landowners and Neighborhood, Applegate Partnership, BLM, ODFW, USFS, The Freshwater Trust, Southern Oregon Fly Fishers, Middle Rogue Steelheaders, Southern Oregon Bokashi"
18607,20190191,"OWEB, National Fish and Wildlife Foundation, Private Landowner, The Freshwater Trust"
18608,20190192,"National Fish and Wildlife Foundation, OWEB, Private Landowner, The Freshwater Trust"
18609,20190193,"Jackson SWCD, Equamore Sanctuary, OWEB, Rogue River Watershed Council"
18610,20190194,"Siuslaw Watershed Council, USFS, OWEB"
18611,20190195,"OWEB, Jefferson SWCD, Crooked River Weed Management Area, Grant SWCD, USFS, Wheeler County Road Department, City of Prineville Public Works, City of Madras Public Works, Wheeler SWCD, PAPE Ranches, Hashknife Ranch"
18612,20190196,"Clackamas River Basin Council, Damascus Schools/Ecology in the Outdoors (ECO), St Paul's of Damascus Church, Zebs Wish Equine Sanctuary, OWEB"
18613,20190197,"Curry SWCD, OWEB, BLM, Private Landowner, ODA"
18614,20190198,"OWEB, Private Landowner, Crook SWCD"
18615,20190199,"ODA, ODFW, Tri-County Cooperative Weed Management Area, Private Landowners, Union County Public Works, Union County, OWEB"
18616,20190200,"Grant SWCD, OWEB, Private Landowner, Private Landowner"
18617,20190201,Weyerhaeuser Company
18618,20190202,Weyerhaeuser Company
18619,20190203,"Wallowa Resources, Burns Brothers Ranch, OWEB, Private Landowner, NRCS, ODFW"
18620,20190204,"Wasco SWCD, OWEB, Private Landowners (multiple), The Freshwater Trust, Fifteenmile Watershed Council"
18621,20190205,"Polk SWCD, OWEB, ODA, USFWS"
18622,20190206,"Wasco SWCD, OWEB, Private Landowners (multiple), The Freshwater Trust, Fifteenmile Watershed Council"
18623,20190207,"Benton SWCD, Private Landowner, Private Citizen, Oregon Parks & Recreation Department, OWEB"
18624,20190208,"South Fork John Day Watershed Council, OWEB, Private Landowner"
18625,20190209,"OWEB, Hood River County, Confederated Tribes of Warm Springs Reservation, Hood River Watershed Group"
18626,20190210,"Wallowa Resources, OWEB, BLM, Hancock Timber, Private Landowner"
18627,20190211,"South Fork John Day Watershed Council, USFS, OWEB"
18628,20190212,Roseburg Resources Co.
18629,20190213,"Tenmile Lakes Basin Partnership , Private Citizen, Private Citizen, ODFW, DSL, OWEB , Cascade Pacific RC&D"
18630,20190214,Roseburg Resources Co.
18631,20190215,Roseburg Resources Co.
18632,20190216,Roseburg Resources Co.
18633,20190217,Roseburg Resources Co.
18634,20190218,Roseburg Resources Co.
18635,20190219,Roseburg Resources Co.
18636,20190220,Roseburg Resources Co.
18637,20190221,Roseburg Resources Co.
18638,20190222,Roseburg Resources Co.
18639,20190223,Weyerhaeuser Company
18640,20190224,Roseburg Resources Co.
18641,20190225,Roseburg Resources Co.
18642,20190226,Roseburg Resources Co.
18643,20190227,Roseburg Resources Co.
18644,20190228,Roseburg Resources Co.
18645,20190229,Roseburg Resources Co.
18646,20190230,Weyerhaeuser Company
18647,20190231,Roseburg Resources Co.
18648,20190232,Roseburg Resources Co.
18649,20190233,Roseburg Resources Co.
18650,20190234,Roseburg Resources Co.
18651,20190235,"Crook SWCD, Crook County Weed Master, Crooked River Weed Management Area, OWEB, Private Landowners (multiple), Grant County Weed Control, Crooked River Weed Management Area Board Members, South Fork John Day Watershed Council, Grant SWCD"
18652,20190236,Roseburg Resources Co.
18653,20190237,Weyerhaeuser Company
18654,20190238,Weyerhaeuser Company
18655,20190239,Roseburg Resources Co.
18656,20190240,Roseburg Resources Co.
18657,20190241,"North Coast Land Conservancy, OWEB, North Coast Land Conservancy"
18658,20190242,"OWEB, BPA, Confederated Tribes of the Umatilla Indian Reservation, Grande Ronde Model Watershed , USFS, Jordan Creek Ranch, Bureau of Reclamation, Cardno, ODFW"
18659,20190243,"Sherman SWCD, DEQ, Sherman County Area Watershed Council, Oregon Parks & Recreation Department, Sherman County School District"
18660,20190244,Roseburg Resources Co.
18661,20190245,Weyerhaeuser Company
18662,20190246,Roseburg Resources Co.
18663,20190247,Roseburg Resources Co.
18664,20190248,Roseburg Resources Co.
18665,20190249,Roseburg Resources Co.
18666,20190250,Weyerhaeuser Company
18667,20190251,Roseburg Resources Co.
18668,20190252,Roseburg Resources Co.
18669,20190253,Roseburg Resources Co.
18670,20190254,Roseburg Resources Co.
18671,20190255,Weyerhaeuser Company
18672,20190256,Roseburg Resources Co.
18673,20190257,Weyerhaeuser Company
18674,20190258,Roseburg Resources Co.
18675,20190259,Roseburg Resources Co.
18676,20190260,Roseburg Resources Co.
18677,20190261,Roseburg Resources Co.
18678,20190262,Roseburg Resources Co.
18679,20190263,Roseburg Resources Co.
18680,20190264,Roseburg Resources Co.
18681,20190265,Roseburg Resources Co.
18682,20190266,Roseburg Resources Co.
18683,20190267,"Klamath Watershed Partnership, OWEB, USFWS, Green Diamond Resource Company"
18684,20190268,"Hancock Forest Management, Hancock Forest Management, AP Timber, LLC"
18685,20190269,Roseburg Resources Co.
18686,20190270,Roseburg Resources Co.
18687,20190271,Roseburg Resources Co.
18688,20190272,Roseburg Resources Co.
18689,20190273,Roseburg Resources Co.
18690,20190274,Roseburg Resources Co.
18691,20190275,"Lake County Umbrella Watershed Council, USFS, NRCS, Private Landowners, Oregon State University, ODF, OWEB, ODFW"
18692,20190276,"Lake County Umbrella Watershed Council, USFS, Private Landowners, Oregon State University, ODF, OWEB, ODFW, NRCS"
18693,20190277,"Lake County Umbrella Watershed Council, USFS, Private Landowners, Oregon State University, ODF, ODFW, NRCS, OWEB"
18694,20190278,Roseburg Resources Co.
18695,20190279,Roseburg Resources Co.
18696,20190280,"Lake County Umbrella Watershed Council, USFS, Private Landowners, Oregon State University, ODF, OWEB, ODFW, NRCS"
18697,20190281,"Lake County Umbrella Watershed Council, Private Landowners, NRCS, OWEB"
18698,20190282,Roseburg Resources Co.
18699,20190283,"Lake County Umbrella Watershed Council, Private Landowners, NRCS, OWEB"
18700,20190284,"Lake County Umbrella Watershed Council, Private Landowners, NRCS, OWEB"
18701,20190285,"Lake County Umbrella Watershed Council, USFS, Private Landowners, Oregon State University, ODF, OWEB, ODFW, NRCS"
18702,20190286,"Lake County Umbrella Watershed Council, USFS, Private Landowners, Oregon State University, ODF, OWEB, ODFW, NRCS"
18703,20190287,Roseburg Resources Co.
18704,20190288,"Lake County Umbrella Watershed Council, USFS, OWEB"
18705,20190289,Roseburg Resources Co.
18706,20190290,Roseburg Resources Co.
18707,20190291,Roseburg Resources Co.
18708,20190292,Roseburg Resources Co.
18709,20190293,Roseburg Resources Co.
18710,20190294,Roseburg Resources Co.
18711,20190295,Roseburg Resources Co.
18712,20190296,Roseburg Resources Co.
18713,20190297,Roseburg Resources Co.
18714,20190298,Roseburg Resources Co.
18715,20190299,Roseburg Resources Co.
18716,20190300,Roseburg Resources Co.
18717,20190301,Roseburg Resources Co.
18718,20190302,"Wasco SWCD, The Freshwater Trust , ODFW, OWEB, Private Landowners (multiple), Fifteenmile Watershed Council"
18719,20190303,Roseburg Resources Co.
18720,20190304,Roseburg Resources Co.
18721,20190305,"OWEB, ODFW, Coos County, Coos Watershed Association"
18722,20190306,"Lake County Cooperative Weed Management Area, OWEB, Lake County, Private Landowners (multiple), ODFW, BLM, USFS"
18723,20190307,"Lake County Cooperative Weed Management Area, OWEB, BLM, Lake County, ODFW, USFS, Private Landowners (multiple)"
18724,20190308,"Grant SWCD, OWEB, BPA, ODFW, USFS, Wild Turkey Foundation, ODFW"
18725,20190309,"Grant SWCD, OWEB, BPA, ODFW, Private Landowner"
18726,20190310,"Grant SWCD, OWEB, BPA, ODFW, Private Landowner"
18727,20190311,"Grant SWCD, OWEB, BPA, ODFW, Private Landowner"
18728,20190312,"Grant SWCD, OWEB, BPA, ODFW, Private Landowner"
18729,20190313,"Grant SWCD, OWEB, BPA, ODFW, Private Landowner, Wheeler SWCD"
18730,20190314,"Grande Ronde Model Watershed, Wallowa County, OWEB , Western Federal Lands, Western Federal Lands, Western Federal Lands, Western Federal Lands, Surface Family Trust, Private Landowner, Western Federal Lands, Grande Ronde Model Watershed"
18731,20190315,"OWEB, Private Landowner, Malheur SWCD"
18732,20190316,"Oswego Lake Watershed Council, Volunteers: Oswego Lake Watershed Council, OWEB, Mountain Park Home Owners Association"
18733,20190317,"OWEB, Grande Ronde Model Watershed, BPA, Courtney Ranches LLC, NRCS, Farm Service Agency"
18734,20190318,"Hancock Forest Management, Hancock Forest Management, Starker Forests, Inc."
18735,20190319,"USFS, OWEB, BPA"
18736,20190320,"OWEB, ODA, Curry SWCD, Private Landowner"
18737,20190321,"Siuslaw Watershed Council, OWEB, National Fish and Wildlife Foundation, NOAA Restoration Center, Confederated Tribes of Coos, Lower Umpqua and Siuslaw Indians, USFS"
18738,20190322,"OWEB, Burnt River SWCD, Private Landowner"
18739,20190323,"OWEB, Owyhee Watershed Council, Private Landowner"
18740,20190324,Weyerhaeuser Company
18741,20190325,Weyerhaeuser Company
18742,20190326,Weyerhaeuser Company
18743,20190327,"Crook County Weed Master, Crook SWCD, Animal and Plant Health Inspection Service (APHIS), ODA, Jefferson SWCD, Crooked River Weed Management Area Board Members, Private Landowners, Crooked River Weed Management Area, OWEB"
